Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,ActivityDay
1503960366,4/17/2016,9705,6.480000019,6.480000019,3.190000057,0.7799999714,2.50999999,0,38,20,164,539,1728,Sunday
1503960366,4/18/2016,13019,8.590000153,8.590000153,3.25,0.6399999857,4.710000038,0,42,16,233,1149,1921,Monday
1503960366,4/19/2016,15506,9.880000114,9.880000114,3.529999971,1.320000052,5.03000021,0,50,31,264,775,2035,Tuesday
1503960366,4/20/2016,10544,6.679999828,6.679999828,1.960000038,0.4799999893,4.239999771,0,28,12,205,818,1786,Wednesday
1503960366,4/21/2016,9819,6.340000153,6.340000153,1.340000033,0.349999994,4.650000095,0,19,8,211,838,1775,Thursday
1503960366,4/22/2016,12764,8.130000114,8.130000114,4.760000229,1.120000005,2.24000001,0,66,27,130,1217,1827,Friday
1503960366,4/23/2016,14371,9.039999962,9.039999962,2.809999943,0.8700000048,5.360000134,0,41,21,262,732,1949,Saturday
1503960366,4/24/2016,10039,6.409999847,6.409999847,2.920000076,0.2099999934,3.279999971,0,39,5,238,709,1788,Sunday
1503960366,4/25/2016,15355,9.800000191,9.800000191,5.289999962,0.5699999928,3.940000057,0,73,14,216,814,2013,Monday
1503960366,4/26/2016,13755,8.789999962,8.789999962,2.329999924,0.9200000167,5.539999962,0,31,23,279,833,1970,Tuesday
1503960366,4/27/2016,18134,12.21000004,12.21000004,6.400000095,0.4099999964,5.409999847,0,78,11,243,1108,2159,Wednesday
1503960366,4/28/2016,13154,8.529999733,8.529999733,3.539999962,1.159999967,3.789999962,0,48,28,189,782,1898,Thursday
1503960366,4/29/2016,11181,7.150000095,7.150000095,1.059999943,0.5,5.579999924,0,16,12,243,815,1837,Friday
1503960366,4/30/2016,14673,9.25,9.25,3.559999943,1.419999957,4.269999981,0,52,34,217,712,1947,Saturday
1503960366,5/1/2016,10602,6.809999943,6.809999943,2.289999962,1.600000024,2.920000076,0,33,35,246,730,1820,Sunday
1503960366,5/2/2016,14727,9.710000038,9.710000038,3.210000038,0.5699999928,5.920000076,0,41,15,277,798,2004,Monday
1503960366,5/3/2016,15103,9.659999847,9.659999847,3.730000019,1.049999952,4.880000114,0,50,24,254,816,1990,Tuesday
1503960366,5/4/2016,11100,7.150000095,7.150000095,2.460000038,0.8700000048,3.819999933,0,36,22,203,1179,1819,Wednesday
1503960366,5/5/2016,14070,8.899999619,8.899999619,2.920000076,1.080000043,4.880000114,0,45,24,250,857,1959,Thursday
1503960366,5/6/2016,12159,8.029999733,8.029999733,1.970000029,0.25,5.809999943,0,24,6,289,754,1896,Friday
1503960366,5/7/2016,11992,7.710000038,7.710000038,2.460000038,2.119999886,3.130000114,0,37,46,175,833,1821,Saturday
1503960366,5/8/2016,10060,6.579999924,6.579999924,3.529999971,0.3199999928,2.730000019,0,44,8,203,574,1740,Sunday
1503960366,5/9/2016,12022,7.71999979,7.71999979,3.450000048,0.5299999714,3.74000001,0,46,11,206,835,1819,Monday
1503960366,5/10/2016,12207,7.769999981,7.769999981,3.349999905,1.159999967,3.25999999,0,46,31,214,746,1859,Tuesday
1503960366,5/11/2016,12770,8.130000114,8.130000114,2.559999943,1.00999999,4.550000191,0,36,23,251,669,1783,Wednesday
1503960366,5/12/2016,0,0,0,0,0,0,0,0,0,0,1440,0,Thursday
1624580081,3/25/2016,1810,1.179999948,1.179999948,0,0,1.129999995,0.009999999776,0,0,121,1319,1373,Friday
1624580081,3/26/2016,815,0.5299999714,0.5299999714,0,0,0.5299999714,0,0,0,47,1393,1264,Saturday
1624580081,3/27/2016,1985,1.289999962,1.289999962,0,0,1.279999971,0.009999999776,0,0,112,1328,1350,Sunday
1624580081,3/28/2016,1905,1.24000001,1.24000001,0,0,1.24000001,0,0,0,95,1345,1342,Monday
1624580081,3/29/2016,1552,1.00999999,1.00999999,0,0,1,0,0,0,66,1374,1300,Tuesday
1624580081,3/30/2016,1675,1.090000033,1.090000033,0,0,1.090000033,0,0,0,84,1356,1313,Wednesday
1624580081,3/31/2016,4506,2.930000067,2.930000067,0.5099999905,0.2700000107,2.150000095,0.009999999776,7,4,144,1285,1498,Thursday
1624580081,4/1/2016,9218,5.989999771,5.989999771,0,0,5.96999979,0.009999999776,0,0,221,1219,1541,Friday
1624580081,4/2/2016,1556,1.00999999,1.00999999,0,0,1.00999999,0.009999999776,0,0,88,1352,1327,Saturday
1624580081,4/3/2016,2910,1.889999986,1.889999986,0,0,1.879999995,0.009999999776,0,0,157,1283,1452,Sunday
1624580081,4/4/2016,18464,12,12,0,0,12,0,0,0,270,1170,1574,Monday
1624580081,4/5/2016,1335,0.8700000048,0.8700000048,0,0,0.8700000048,0,0,0,74,1366,1308,Tuesday
1624580081,4/6/2016,1004,0.6499999762,0.6499999762,0,0,0.6499999762,0,0,0,55,1385,1276,Wednesday
1624580081,4/7/2016,1111,0.7200000286,0.7200000286,0,0,0.7200000286,0,0,0,54,1386,1278,Thursday
1624580081,4/8/2016,6344,4.119999886,4.119999886,0,0,4.099999905,0,0,0,143,1297,1409,Friday
1624580081,4/9/2016,3572,2.319999933,2.319999933,0,0,2.289999962,0.02999999933,0,0,122,1318,1370,Saturday
1624580081,4/10/2016,3910,2.539999962,2.539999962,0.4699999988,0.25,1.809999943,0.009999999776,7,7,186,1240,1555,Sunday
1624580081,4/11/2016,10000,6.5,6.5,0,0,6.5,0,0,0,172,1268,1469,Monday
1624580081,4/12/2016,6627,4.309999943,4.309999943,0,0,4.309999943,0,0,0,89,604,706,Tuesday
1624580081,4/12/2016,8163,5.309999943,5.309999943,0,0,5.309999943,0,0,0,146,1294,1432,Tuesday
1624580081,4/13/2016,7007,4.550000191,4.550000191,0,0,4.550000191,0,0,0,148,1292,1411,Wednesday
1624580081,4/14/2016,9107,5.920000076,5.920000076,0,0,5.909999847,0.009999999776,0,0,236,1204,1572,Thursday
1624580081,4/15/2016,1510,0.9800000191,0.9800000191,0,0,0.9700000286,0,0,0,96,1344,1344,Friday
1624580081,4/16/2016,5370,3.49000001,3.49000001,0,0,3.49000001,0,0,0,176,1264,1463,Saturday
1624580081,4/17/2016,6175,4.059999943,4.059999943,1.029999971,1.519999981,1.49000001,0.009999999776,15,22,127,1276,1554,Sunday
1624580081,4/18/2016,10536,7.409999847,7.409999847,2.150000095,0.6200000048,4.619999886,0.009999999776,17,7,202,1214,1604,Monday
1624580081,4/19/2016,2916,1.899999976,1.899999976,0,0,1.899999976,0,0,0,141,1299,1435,Tuesday
1624580081,4/20/2016,4974,3.230000019,3.230000019,0,0,3.230000019,0,0,0,151,1289,1446,Wednesday
1624580081,4/21/2016,6349,4.130000114,4.130000114,0,0,4.110000134,0.01999999955,0,0,186,1254,1467,Thursday
1624580081,4/22/2016,4026,2.619999886,2.619999886,0,0,2.599999905,0,0,0,199,1241,1470,Friday
1624580081,4/23/2016,8538,5.550000191,5.550000191,0,0,5.539999962,0.009999999776,0,0,227,1213,1562,Saturday
1624580081,4/24/2016,6076,3.950000048,3.950000048,1.149999976,0.9100000262,1.889999986,0,16,18,185,1221,1617,Sunday
1624580081,4/25/2016,6497,4.21999979,4.21999979,0,0,4.199999809,0.01999999955,0,0,202,1238,1492,Monday
1624580081,4/26/2016,2826,1.840000033,1.840000033,0,0,1.830000043,0.009999999776,0,0,140,1300,1402,Tuesday
1624580081,4/27/2016,8367,5.440000057,5.440000057,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1670,Wednesday
1624580081,4/28/2016,2759,1.789999962,1.789999962,0,0.200000003,1.600000024,0,0,5,115,1320,1401,Thursday
1624580081,4/29/2016,2390,1.549999952,1.549999952,0,0,1.549999952,0,0,0,150,1290,1404,Friday
1624580081,4/30/2016,6474,4.300000191,4.300000191,0.8999999762,1.279999971,2.119999886,0.009999999776,11,23,224,1182,1655,Saturday
1624580081,5/1/2016,36019,28.03000069,28.03000069,21.92000008,4.190000057,1.909999967,0.01999999955,186,63,171,1020,2690,Sunday
1624580081,5/2/2016,7155,4.929999828,4.929999828,0.8600000143,0.5899999738,3.470000029,0,7,6,166,1261,1497,Monday
1624580081,5/3/2016,2100,1.370000005,1.370000005,0,0,1.340000033,0.01999999955,0,0,96,1344,1334,Tuesday
1624580081,5/4/2016,2193,1.429999948,1.429999948,0,0,1.419999957,0,0,0,118,1322,1368,Wednesday
1624580081,5/5/2016,2470,1.610000014,1.610000014,0,0,1.580000043,0.01999999955,0,0,117,1323,1370,Thursday
1624580081,5/6/2016,1727,1.120000005,1.120000005,0,0,1.120000005,0.009999999776,0,0,102,1338,1341,Friday
1624580081,5/7/2016,2104,1.370000005,1.370000005,0,0,1.370000005,0,0,0,182,1258,1474,Saturday
1624580081,5/8/2016,3427,2.230000019,2.230000019,0,0,2.220000029,0,0,0,152,1288,1427,Sunday
1624580081,5/9/2016,1732,1.129999995,1.129999995,0,0,1.129999995,0,0,0,91,1349,1328,Monday
1624580081,5/10/2016,2969,1.929999948,1.929999948,0,0,1.919999957,0.009999999776,0,0,139,1301,1393,Tuesday
1624580081,5/11/2016,3134,2.039999962,2.039999962,0,0,2.039999962,0,0,0,112,1328,1359,Wednesday
1624580081,5/12/2016,2971,1.929999948,1.929999948,0,0,1.919999957,0.009999999776,0,0,107,890,1002,Thursday
1644430081,4/1/2016,4636,3.410000086,3.410000086,0,0.7799999714,2.599999905,0.02999999933,0,16,586,838,3323,Friday
1644430081,4/2/2016,20237,14.71000004,14.71000004,2.569999933,6.400000095,5.730000019,0.009999999776,34,141,347,918,4029,Saturday
1644430081,4/3/2016,12912,9.409999847,9.409999847,4.829999924,0.7699999809,3.789999962,0.02999999933,59,16,283,1082,3436,Sunday
1644430081,4/4/2016,2819,2.049999952,2.049999952,0.3100000024,0.1700000018,1.559999943,0.009999999776,4,4,87,1345,2444,Monday
1644430081,4/5/2016,9921,7.210000038,7.210000038,0.3400000036,1.519999981,5.360000134,0,5,35,219,1181,3098,Tuesday
1644430081,4/6/2016,8046,5.849999905,5.849999905,1.289999962,2.119999886,2.450000048,0,18,41,137,1244,2925,Wednesday
1644430081,4/7/2016,11166,8.119999886,8.119999886,0.2099999934,2.410000086,5.5,0,3,58,230,1149,3202,Thursday
1644430081,4/8/2016,7842,5.699999809,5.699999809,0.4799999893,2.410000086,2.809999943,0,7,43,161,1229,2928,Friday
1644430081,4/9/2016,13840,10.06000042,10.06000042,1.309999943,3.720000029,5.03000021,0,18,81,192,1149,3290,Saturday
1644430081,4/10/2016,1329,0.9700000286,0.9700000286,0,0,0.9700000286,0,0,0,35,207,489,Sunday
1644430081,4/12/2016,10694,7.769999981,7.769999981,0.1400000006,2.299999952,5.329999924,0,2,51,256,1131,3199,Tuesday
1644430081,4/13/2016,8001,5.820000172,5.820000172,2.279999971,0.8999999762,2.640000105,0,30,16,135,1259,2902,Wednesday
1644430081,4/14/2016,11037,8.020000458,8.020000458,0.3600000143,2.559999943,5.099999905,0,5,58,252,1125,3226,Thursday
1644430081,4/15/2016,5263,3.829999924,3.829999924,0.2199999988,0.150000006,3.450000048,0,3,4,170,1263,2750,Friday
1644430081,4/16/2016,15300,11.11999989,11.11999989,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,Saturday
1644430081,4/17/2016,8757,6.369999886,6.369999886,2.25,0.5699999928,3.549999952,0,29,13,186,1212,3011,Sunday
1644430081,4/18/2016,7132,5.190000057,5.190000057,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,Monday
1644430081,4/19/2016,11256,8.180000305,8.180000305,0.3600000143,2.529999971,5.300000191,0,5,58,278,1099,3300,Tuesday
1644430081,4/20/2016,2436,1.769999981,1.769999981,0,0,1.75999999,0.009999999776,0,0,125,1315,2430,Wednesday
1644430081,4/21/2016,1223,0.8899999857,0.8899999857,0,0,0.8799999952,0.009999999776,0,0,38,1402,2140,Thursday
1644430081,4/22/2016,3673,2.670000076,2.670000076,0,0,2.660000086,0.009999999776,0,0,86,1354,2344,Friday
1644430081,4/23/2016,6637,4.829999924,4.829999924,0,0.5799999833,4.25,0,0,15,160,1265,2677,Saturday
1644430081,4/24/2016,3321,2.410000086,2.410000086,0,0,2.410000086,0,0,0,89,1351,2413,Sunday
1644430081,4/25/2016,3580,2.599999905,2.599999905,0.5899999738,0.05999999866,1.950000048,0,8,1,94,1337,2497,Monday
1644430081,4/26/2016,9919,7.210000038,7.210000038,0.8000000119,1.720000029,4.690000057,0,11,41,223,1165,3123,Tuesday
1644430081,4/27/2016,3032,2.200000048,2.200000048,0,0,2.200000048,0,0,0,118,1322,2489,Wednesday
1644430081,4/28/2016,9405,6.840000153,6.840000153,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,Thursday
1644430081,4/29/2016,3176,2.309999943,2.309999943,0,0,2.309999943,0,0,0,120,1193,2498,Friday
1644430081,4/30/2016,18213,13.23999977,13.23999977,0.6299999952,3.140000105,9.460000038,0,9,71,402,816,3846,Saturday
1644430081,5/1/2016,6132,4.460000038,4.460000038,0.2399999946,0.9900000095,3.230000019,0,3,24,146,908,2696,Sunday
1644430081,5/2/2016,3758,2.730000019,2.730000019,0.0700000003,0.3100000024,2.349999905,0,1,7,148,682,2580,Monday
1644430081,5/3/2016,12850,9.340000153,9.340000153,0.7200000286,4.090000153,4.539999962,0,10,94,221,1115,3324,Tuesday
1644430081,5/4/2016,2309,1.679999948,1.679999948,0,0,1.659999967,0.01999999955,0,0,52,1388,2222,Wednesday
1644430081,5/5/2016,4363,3.190000057,3.190000057,0.5199999809,0.5400000215,2.130000114,0.009999999776,6,12,81,1341,2463,Thursday
1644430081,5/6/2016,9787,7.119999886,7.119999886,0.8199999928,0.2700000107,6.010000229,0.01999999955,11,6,369,1054,3328,Friday
1644430081,5/7/2016,13372,9.720000267,9.720000267,3.25999999,0.7900000215,5.670000076,0.009999999776,41,17,243,1139,3404,Saturday
1644430081,5/8/2016,6724,4.889999866,4.889999866,0,0,4.880000114,0,0,0,295,991,2987,Sunday
1644430081,5/9/2016,6643,4.829999924,4.829999924,2.390000105,0.349999994,2.089999914,0.009999999776,32,6,303,1099,3008,Monday
1644430081,5/10/2016,9167,6.659999847,6.659999847,0.8799999952,0.8100000024,4.96999979,0.009999999776,12,19,155,1254,2799,Tuesday
1644430081,5/11/2016,1329,0.9700000286,0.9700000286,0,0,0.9499999881,0.009999999776,0,0,49,713,1276,Wednesday
1844505072,4/1/2016,6847,4.53000021,4.53000021,0.6100000143,0.3700000048,3.549999952,0,9,9,251,1171,1969,Friday
1844505072,4/2/2016,5367,3.549999952,3.549999952,0,0,3.549999952,0,0,0,263,1177,1889,Saturday
1844505072,4/3/2016,2841,1.879999995,1.879999995,0,0,1.879999995,0,0,0,136,1114,1636,Sunday
1844505072,4/4/2016,0,0,0,0,0,0,0,0,0,0,669,1347,Monday
1844505072,4/5/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Tuesday
1844505072,4/6/2016,7,0,0,0,0,0,0,0,0,1,1439,1349,Wednesday
1844505072,4/7/2016,6344,4.190000057,4.190000057,0,0,4.190000057,0,0,0,290,1150,1965,Thursday
1844505072,4/8/2016,5316,3.50999999,3.50999999,0,0,3.50999999,0,0,0,221,1219,1824,Friday
1844505072,4/9/2016,4979,3.289999962,3.289999962,0,0,3.289999962,0,0,0,184,620,1807,Saturday
1844505072,4/10/2016,6556,4.340000153,4.340000153,0,0,4.329999924,0,0,0,305,810,1971,Sunday
1844505072,4/11/2016,5430,3.589999914,3.589999914,0,0,3.589999914,0,0,0,251,1189,1888,Monday
1844505072,4/12/2016,0,0,0,0,0,0,0,0,0,0,426,399,Tuesday
1844505072,4/12/2016,6697,4.429999828,4.429999828,0,0,4.429999828,0,0,0,339,1101,2030,Tuesday
1844505072,4/13/2016,4929,3.25999999,3.25999999,0,0,3.25999999,0,0,0,248,1192,1860,Wednesday
1844505072,4/14/2016,7937,5.25,5.25,0,0,5.230000019,0,0,0,373,843,2130,Thursday
1844505072,4/15/2016,3844,2.539999962,2.539999962,0,0,2.539999962,0,0,0,176,527,1725,Friday
1844505072,4/16/2016,3414,2.25999999,2.25999999,0,0,2.25999999,0,0,0,147,1293,1657,Saturday
1844505072,4/17/2016,4525,2.99000001,2.99000001,0.1400000006,0.2599999905,2.589999914,0,2,8,199,1231,1793,Sunday
1844505072,4/18/2016,4597,3.039999962,3.039999962,0,0.4799999893,2.559999943,0,0,12,217,1211,1814,Monday
1844505072,4/19/2016,197,0.1299999952,0.1299999952,0,0,0.1299999952,0,0,0,10,1430,1366,Tuesday
1844505072,4/20/2016,8,0.009999999776,0.009999999776,0,0,0.009999999776,0,0,0,1,1439,1349,Wednesday
1844505072,4/21/2016,8054,5.320000172,5.320000172,0.1199999973,0.5199999809,4.679999828,0,2,13,308,1117,2062,Thursday
1844505072,4/22/2016,5372,3.549999952,3.549999952,0,0,3.549999952,0,0,0,220,1220,1827,Friday
1844505072,4/23/2016,3570,2.359999895,2.359999895,0,0,2.359999895,0,0,0,139,1301,1645,Saturday
1844505072,4/24/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Sunday
1844505072,4/25/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Monday
1844505072,4/26/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Tuesday
1844505072,4/27/2016,4,0,0,0,0,0,0,0,0,1,1439,1348,Wednesday
1844505072,4/28/2016,6907,4.570000172,4.570000172,0,0,4.559999943,0,0,0,302,1138,1992,Thursday
1844505072,4/29/2016,4920,3.25,3.25,0,0,3.25,0,0,0,247,1082,1856,Friday
1844505072,4/30/2016,4014,2.670000076,2.670000076,0,0,2.650000095,0,0,0,184,218,1763,Saturday
1844505072,5/1/2016,2573,1.700000048,1.700000048,0,0.2599999905,1.450000048,0,0,7,75,585,1541,Sunday
1844505072,5/2/2016,0,0,0,0,0,0,0,0,0,0,1440,1348,Monday
1844505072,5/3/2016,4059,2.680000067,2.680000067,0,0,2.680000067,0,0,0,184,1256,1742,Tuesday
1844505072,5/4/2016,2080,1.370000005,1.370000005,0,0,1.370000005,0,0,0,87,1353,1549,Wednesday
1844505072,5/5/2016,2237,1.480000019,1.480000019,0,0,1.480000019,0,0,0,120,1320,1589,Thursday
1844505072,5/6/2016,44,0.02999999933,0.02999999933,0,0,0.02999999933,0,0,0,2,1438,1351,Friday
1844505072,5/7/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Saturday
1844505072,5/8/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Sunday
1844505072,5/9/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Monday
1844505072,5/10/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Tuesday
1844505072,5/11/2016,0,0,0,0,0,0,0,0,0,0,1440,1347,Wednesday
1844505072,5/12/2016,0,0,0,0,0,0,0,0,0,0,711,665,Thursday
1927972279,4/1/2016,4317,2.99000001,2.99000001,0,0.3700000048,2.619999886,0,0,11,192,854,2590,Friday
1927972279,4/2/2016,5662,3.920000076,3.920000076,0,0,3.920000076,0,0,0,267,858,2783,Saturday
1927972279,4/3/2016,3198,2.210000038,2.210000038,0,0,2.210000038,0,0,0,146,1183,2449,Sunday
1927972279,4/4/2016,2352,1.629999995,1.629999995,0,0,1.629999995,0,0,0,128,829,2380,Monday
1927972279,4/5/2016,2234,1.549999952,1.549999952,0,0,1.549999952,0,0,0,108,912,2344,Tuesday
1927972279,4/6/2016,1259,0.8700000048,0.8700000048,0,0,0.8700000048,0,0,0,73,938,2202,Wednesday
1927972279,4/7/2016,768,0.5299999714,0.5299999714,0,0,0.5299999714,0,0,0,43,1397,2130,Thursday
1927972279,4/8/2016,519,0.3600000143,0.3600000143,0,0,0.3600000143,0,0,0,34,1406,2088,Friday
1927972279,4/9/2016,2523,1.75,1.75,0,0.3700000048,1.379999995,0,0,9,134,1250,2443,Saturday
1927972279,4/10/2016,2105,1.460000038,1.460000038,0,0,1.460000038,0,0,0,139,805,2442,Sunday
1927972279,4/11/2016,1209,0.8399999738,0.8399999738,0,0,0.8399999738,0,0,0,73,842,2255,Monday
1927972279,4/12/2016,24,0.01999999955,0.01999999955,0,0,0.01999999955,0,0,0,3,161,942,Tuesday
1927972279,4/12/2016,678,0.4699999988,0.4699999988,0,0,0.4699999988,0,0,0,55,734,2220,Tuesday
1927972279,4/13/2016,356,0.25,0.25,0,0,0.25,0,0,0,32,986,2151,Wednesday
1927972279,4/14/2016,2163,1.5,1.5,0,0.400000006,1.100000024,0,0,9,88,1292,2383,Thursday
1927972279,4/15/2016,980,0.6800000072,0.6800000072,0,0,0.6800000072,0,0,0,51,941,2221,Friday
1927972279,4/16/2016,0,0,0,0,0,0,0,0,0,0,1440,2064,Saturday
1927972279,4/17/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Sunday
1927972279,4/18/2016,244,0.1700000018,0.1700000018,0,0,0.1700000018,0,0,0,17,1423,2111,Monday
1927972279,4/19/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Tuesday
1927972279,4/20/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Wednesday
1927972279,4/21/2016,0,0,0,0,0,0,0,0,0,0,1440,2064,Thursday
1927972279,4/22/2016,149,0.1000000015,0.1000000015,0,0,0.1000000015,0,0,0,10,1430,2093,Friday
1927972279,4/23/2016,2945,2.039999962,2.039999962,0,0,2.039999962,0,0,0,145,1295,2499,Saturday
1927972279,4/24/2016,2090,1.450000048,1.450000048,0.0700000003,0.2399999946,1.139999986,0,1,6,75,1358,2324,Sunday
1927972279,4/25/2016,152,0.1099999994,0.1099999994,0,0,0.1099999994,0,0,0,12,1303,2100,Monday
1927972279,4/26/2016,3761,2.599999905,2.599999905,0,0,2.599999905,0,0,0,192,1058,2638,Tuesday
1927972279,4/27/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Wednesday
1927972279,4/28/2016,1675,1.159999967,1.159999967,0,0,1.159999967,0,0,0,95,1167,2351,Thursday
1927972279,4/29/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Friday
1927972279,4/30/2016,0,0,0,0,0,0,0,0,0,0,1440,2064,Saturday
1927972279,5/1/2016,2704,1.870000005,1.870000005,1.00999999,0.02999999933,0.8299999833,0,14,1,70,1355,2411,Sunday
1927972279,5/2/2016,3790,2.619999886,2.619999886,1.159999967,0.3000000119,1.159999967,0,16,8,94,1322,2505,Monday
1927972279,5/3/2016,1326,0.9200000167,0.9200000167,0.7300000191,0,0.1800000072,0,10,0,17,1413,2195,Tuesday
1927972279,5/4/2016,1786,1.24000001,1.24000001,0,0,1.24000001,0,0,0,87,1353,2338,Wednesday
1927972279,5/5/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Thursday
1927972279,5/6/2016,2091,1.450000048,1.450000048,0,0,1.450000048,0,0,0,108,1332,2383,Friday
1927972279,5/7/2016,1510,1.039999962,1.039999962,0,0,1.039999962,0,0,0,48,1392,2229,Saturday
1927972279,5/8/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Sunday
1927972279,5/9/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Monday
1927972279,5/10/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Tuesday
1927972279,5/11/2016,0,0,0,0,0,0,0,0,0,0,1440,2063,Wednesday
1927972279,5/12/2016,0,0,0,0,0,0,0,0,0,0,966,1383,Thursday
2022484408,4/1/2016,13603,9.600000381,9.600000381,5.460000038,0.6299999952,3.50999999,0,72,16,213,1139,2645,Friday
2022484408,4/2/2016,5477,3.839999914,3.839999914,0,0,3.839999914,0,0,0,237,1203,2040,Saturday
2022484408,4/3/2016,11144,7.820000172,7.820000172,1.789999962,0.8899999857,5.139999866,0,25,22,279,1114,2395,Sunday
2022484408,4/4/2016,15313,11,11,5.019999981,1.289999962,4.690000057,0,62,19,233,1126,2581,Monday
2022484408,4/5/2016,10805,7.590000153,7.590000153,0.7200000286,0.9800000191,5.889999866,0,36,37,298,1069,2735,Tuesday
2022484408,4/6/2016,15392,10.93000031,10.93000031,3.430000067,1.75,5.75,0,47,42,258,1093,2733,Wednesday
2022484408,4/7/2016,18247,13.82999992,13.82999992,7.110000134,2.210000038,4.510000229,0,72,62,252,1054,3021,Thursday
2022484408,4/8/2016,13023,9.260000229,9.260000229,3.230000019,0.5600000024,5.46999979,0,40,12,296,1092,2577,Friday
2022484408,4/9/2016,16267,12.59000015,12.59000015,5.75,0.4699999988,6.369999886,0,44,16,302,1078,2811,Saturday
