Id,Date,Time,StepTotal
1503960366,4/15/2016,12:00:00,83
1503960366,4/15/2016,1:00:00,75
1503960366,4/15/2016,2:00:00,124
1503960366,4/15/2016,3:00:00,0
1503960366,4/15/2016,4:00:00,0
1503960366,4/15/2016,5:00:00,26
1503960366,4/15/2016,6:00:00,0
1503960366,4/15/2016,7:00:00,7
1503960366,4/15/2016,8:00:00,55
1503960366,4/15/2016,9:00:00,21
1503960366,4/15/2016,10:00:00,154
1503960366,4/15/2016,11:00:00,425
1503960366,4/15/2016,12:00:00,270
1503960366,4/15/2016,1:00:00,373
1503960366,4/15/2016,2:00:00,0
1503960366,4/15/2016,3:00:00,0
1503960366,4/15/2016,4:00:00,0
1503960366,4/15/2016,5:00:00,1774
1503960366,4/15/2016,6:00:00,509
1503960366,4/15/2016,7:00:00,519
1503960366,4/15/2016,8:00:00,77
1503960366,4/15/2016,9:00:00,280
1503960366,4/15/2016,10:00:00,2145
1503960366,4/15/2016,11:00:00,2768
1503960366,4/16/2016,12:00:00,459
1503960366,4/16/2016,1:00:00,0
1503960366,4/16/2016,2:00:00,63
1503960366,4/16/2016,3:00:00,6
1503960366,4/16/2016,4:00:00,6
1503960366,4/16/2016,5:00:00,12
1503960366,4/16/2016,6:00:00,0
1503960366,4/16/2016,7:00:00,101
1503960366,4/16/2016,8:00:00,175
1503960366,4/16/2016,9:00:00,1181
1503960366,4/16/2016,10:00:00,1295
1503960366,4/16/2016,11:00:00,2043
1503960366,4/16/2016,12:00:00,1513
1503960366,4/16/2016,1:00:00,3616
1503960366,4/16/2016,2:00:00,580
1503960366,4/16/2016,3:00:00,0
1503960366,4/16/2016,4:00:00,15
1503960366,4/16/2016,5:00:00,380
1503960366,4/16/2016,6:00:00,96
1503960366,4/16/2016,7:00:00,146
1503960366,4/16/2016,8:00:00,385
1503960366,4/16/2016,9:00:00,463
1503960366,4/16/2016,10:00:00,42
1503960366,4/16/2016,11:00:00,92
1503960366,4/17/2016,12:00:00,0
1503960366,4/17/2016,1:00:00,0
1503960366,4/17/2016,2:00:00,0
1503960366,4/17/2016,3:00:00,8
1503960366,4/17/2016,4:00:00,0
1503960366,4/17/2016,5:00:00,0
1503960366,4/17/2016,6:00:00,0
1503960366,4/17/2016,7:00:00,0
1503960366,4/17/2016,8:00:00,0
1503960366,4/17/2016,9:00:00,0
1503960366,4/17/2016,10:00:00,0
1503960366,4/17/2016,11:00:00,84
1503960366,4/17/2016,12:00:00,260
1503960366,4/17/2016,1:00:00,402
1503960366,4/17/2016,2:00:00,252
1503960366,4/17/2016,3:00:00,191
1503960366,4/17/2016,4:00:00,13
1503960366,4/17/2016,5:00:00,2613
1503960366,4/17/2016,6:00:00,1616
1503960366,4/17/2016,7:00:00,754
1503960366,4/17/2016,8:00:00,2955
1503960366,4/17/2016,9:00:00,487
1503960366,4/17/2016,10:00:00,70
1503960366,4/17/2016,11:00:00,0
1503960366,4/18/2016,12:00:00,416
1503960366,4/18/2016,1:00:00,0
1503960366,4/18/2016,2:00:00,0
1503960366,4/18/2016,3:00:00,0
1503960366,4/18/2016,4:00:00,0
1503960366,4/18/2016,5:00:00,0
1503960366,4/18/2016,6:00:00,0
1503960366,4/18/2016,7:00:00,0
1503960366,4/18/2016,8:00:00,0
1503960366,4/18/2016,9:00:00,1688
1503960366,4/18/2016,10:00:00,380
1503960366,4/18/2016,11:00:00,328
1503960366,4/18/2016,12:00:00,1306
1503960366,4/18/2016,1:00:00,268
1503960366,4/18/2016,2:00:00,137
1503960366,4/18/2016,3:00:00,495
1503960366,4/18/2016,4:00:00,277
1503960366,4/18/2016,5:00:00,304
1503960366,4/18/2016,6:00:00,4074
1503960366,4/18/2016,7:00:00,2101
1503960366,4/18/2016,8:00:00,28
1503960366,4/18/2016,9:00:00,187
1503960366,4/18/2016,10:00:00,542
1503960366,4/18/2016,11:00:00,488
1503960366,4/19/2016,12:00:00,0
1503960366,4/19/2016,1:00:00,22
1503960366,4/19/2016,2:00:00,0
1503960366,4/19/2016,3:00:00,9
1503960366,4/19/2016,4:00:00,0
1503960366,4/19/2016,5:00:00,0
1503960366,4/19/2016,6:00:00,7
1503960366,4/19/2016,7:00:00,316
1503960366,4/19/2016,8:00:00,1656
1503960366,4/19/2016,9:00:00,367
1503960366,4/19/2016,10:00:00,203
1503960366,4/19/2016,11:00:00,194
1503960366,4/19/2016,12:00:00,1887
1503960366,4/19/2016,1:00:00,2697
1503960366,4/19/2016,2:00:00,409
1503960366,4/19/2016,3:00:00,299
1503960366,4/19/2016,4:00:00,297
1503960366,4/19/2016,5:00:00,732
1503960366,4/19/2016,6:00:00,1280
1503960366,4/19/2016,7:00:00,397
1503960366,4/19/2016,8:00:00,2487
1503960366,4/19/2016,9:00:00,826
1503960366,4/19/2016,10:00:00,52
1503960366,4/19/2016,11:00:00,1369
1503960366,4/20/2016,12:00:00,16
1503960366,4/20/2016,1:00:00,36
1503960366,4/20/2016,2:00:00,0
1503960366,4/20/2016,3:00:00,0
1503960366,4/20/2016,4:00:00,0
1503960366,4/20/2016,5:00:00,0
1503960366,4/20/2016,6:00:00,0
1503960366,4/20/2016,7:00:00,29
1503960366,4/20/2016,8:00:00,264
1503960366,4/20/2016,9:00:00,1993
1503960366,4/20/2016,10:00:00,459
1503960366,4/20/2016,11:00:00,65
1503960366,4/20/2016,12:00:00,185
1503960366,4/20/2016,1:00:00,64
1503960366,4/20/2016,2:00:00,1270
1503960366,4/20/2016,3:00:00,797
1503960366,4/20/2016,4:00:00,261
1503960366,4/20/2016,5:00:00,13
1503960366,4/20/2016,6:00:00,1308
1503960366,4/20/2016,7:00:00,1558
1503960366,4/20/2016,8:00:00,499
1503960366,4/20/2016,9:00:00,395
1503960366,4/20/2016,10:00:00,77
1503960366,4/20/2016,11:00:00,1255
1503960366,4/21/2016,12:00:00,17
1503960366,4/21/2016,1:00:00,129
1503960366,4/21/2016,2:00:00,81
1503960366,4/21/2016,3:00:00,0
1503960366,4/21/2016,4:00:00,0
1503960366,4/21/2016,5:00:00,0
1503960366,4/21/2016,6:00:00,0
1503960366,4/21/2016,7:00:00,38
1503960366,4/21/2016,8:00:00,245
1503960366,4/21/2016,9:00:00,1672
1503960366,4/21/2016,10:00:00,255
1503960366,4/21/2016,11:00:00,0
1503960366,4/21/2016,12:00:00,384
1503960366,4/21/2016,1:00:00,1140
1503960366,4/21/2016,2:00:00,12
1503960366,4/21/2016,3:00:00,213
1503960366,4/21/2016,4:00:00,26
1503960366,4/21/2016,5:00:00,96
1503960366,4/21/2016,6:00:00,213
1503960366,4/21/2016,7:00:00,100
1503960366,4/21/2016,8:00:00,3541
1503960366,4/21/2016,9:00:00,970
1503960366,4/21/2016,10:00:00,89
1503960366,4/21/2016,11:00:00,598
1503960366,4/22/2016,12:00:00,0
1503960366,4/22/2016,1:00:00,0
1503960366,4/22/2016,2:00:00,0
1503960366,4/22/2016,3:00:00,0
1503960366,4/22/2016,4:00:00,0
1503960366,4/22/2016,5:00:00,0
1503960366,4/22/2016,6:00:00,0
1503960366,4/22/2016,7:00:00,0
1503960366,4/22/2016,8:00:00,0
1503960366,4/22/2016,9:00:00,192
1503960366,4/22/2016,10:00:00,29
1503960366,4/22/2016,11:00:00,958
1503960366,4/22/2016,12:00:00,38
1503960366,4/22/2016,1:00:00,118
1503960366,4/22/2016,2:00:00,0
1503960366,4/22/2016,3:00:00,180
1503960366,4/22/2016,4:00:00,22
1503960366,4/22/2016,5:00:00,1041
1503960366,4/22/2016,6:00:00,514
1503960366,4/22/2016,7:00:00,629
1503960366,4/22/2016,8:00:00,329
1503960366,4/22/2016,9:00:00,5934
1503960366,4/22/2016,10:00:00,855
1503960366,4/22/2016,11:00:00,1925
1503960366,4/23/2016,12:00:00,182
1503960366,4/23/2016,1:00:00,0
1503960366,4/23/2016,2:00:00,11
1503960366,4/23/2016,3:00:00,0
1503960366,4/23/2016,4:00:00,0
1503960366,4/23/2016,5:00:00,0
1503960366,4/23/2016,6:00:00,12
1503960366,4/23/2016,7:00:00,0
1503960366,4/23/2016,8:00:00,127
1503960366,4/23/2016,9:00:00,285
1503960366,4/23/2016,10:00:00,49
1503960366,4/23/2016,11:00:00,703
1503960366,4/23/2016,12:00:00,1597
1503960366,4/23/2016,1:00:00,1453
1503960366,4/23/2016,2:00:00,202
1503960366,4/23/2016,3:00:00,158
1503960366,4/23/2016,4:00:00,2008
1503960366,4/23/2016,5:00:00,1472
1503960366,4/23/2016,6:00:00,2569
1503960366,4/23/2016,7:00:00,29
1503960366,4/23/2016,8:00:00,142
1503960366,4/23/2016,9:00:00,2432
1503960366,4/23/2016,10:00:00,709
1503960366,4/23/2016,11:00:00,231
1503960366,4/24/2016,12:00:00,141
1503960366,4/24/2016,1:00:00,42
1503960366,4/24/2016,2:00:00,0
1503960366,4/24/2016,3:00:00,0
1503960366,4/24/2016,4:00:00,8
1503960366,4/24/2016,5:00:00,0
1503960366,4/24/2016,6:00:00,7
1503960366,4/24/2016,7:00:00,0
1503960366,4/24/2016,8:00:00,8
1503960366,4/24/2016,9:00:00,76
1503960366,4/24/2016,10:00:00,492
1503960366,4/24/2016,11:00:00,149
1503960366,4/24/2016,12:00:00,548
1503960366,4/24/2016,1:00:00,394
1503960366,4/24/2016,2:00:00,26
1503960366,4/24/2016,3:00:00,27
1503960366,4/24/2016,4:00:00,885
1503960366,4/24/2016,5:00:00,411
1503960366,4/24/2016,6:00:00,911
1503960366,4/24/2016,7:00:00,4871
1503960366,4/24/2016,8:00:00,342
1503960366,4/24/2016,9:00:00,244
1503960366,4/24/2016,10:00:00,66
1503960366,4/24/2016,11:00:00,391
1503960366,4/25/2016,12:00:00,95
1503960366,4/25/2016,1:00:00,22
1503960366,4/25/2016,2:00:00,97
1503960366,4/25/2016,3:00:00,0
1503960366,4/25/2016,4:00:00,25
1503960366,4/25/2016,5:00:00,4
1503960366,4/25/2016,6:00:00,0
1503960366,4/25/2016,7:00:00,44
1503960366,4/25/2016,8:00:00,426
1503960366,4/25/2016,9:00:00,2041
1503960366,4/25/2016,10:00:00,258
1503960366,4/25/2016,11:00:00,1468
1503960366,4/25/2016,12:00:00,707
1503960366,4/25/2016,1:00:00,299
1503960366,4/25/2016,2:00:00,94
1503960366,4/25/2016,3:00:00,359
1503960366,4/25/2016,4:00:00,263
1503960366,4/25/2016,5:00:00,188
1503960366,4/25/2016,6:00:00,116
1503960366,4/25/2016,7:00:00,2815
1503960366,4/25/2016,8:00:00,895
1503960366,4/25/2016,9:00:00,4895
1503960366,4/25/2016,10:00:00,188
1503960366,4/25/2016,11:00:00,56
1503960366,4/26/2016,12:00:00,101
1503960366,4/26/2016,1:00:00,178
1503960366,4/26/2016,2:00:00,0
1503960366,4/26/2016,3:00:00,145
1503960366,4/26/2016,4:00:00,0
1503960366,4/26/2016,5:00:00,7
1503960366,4/26/2016,6:00:00,0
1503960366,4/26/2016,7:00:00,28
1503960366,4/26/2016,8:00:00,173
1503960366,4/26/2016,9:00:00,1826
1503960366,4/26/2016,10:00:00,666
1503960366,4/26/2016,11:00:00,266
1503960366,4/26/2016,12:00:00,415
1503960366,4/26/2016,1:00:00,1571
1503960366,4/26/2016,2:00:00,1998
1503960366,4/26/2016,3:00:00,323
1503960366,4/26/2016,4:00:00,697
1503960366,4/26/2016,5:00:00,143
1503960366,4/26/2016,6:00:00,2513
1503960366,4/26/2016,7:00:00,148
1503960366,4/26/2016,8:00:00,1649
1503960366,4/26/2016,9:00:00,450
1503960366,4/26/2016,10:00:00,148
1503960366,4/26/2016,11:00:00,310
1503960366,4/27/2016,12:00:00,277
1503960366,4/27/2016,1:00:00,60
1503960366,4/27/2016,2:00:00,17
1503960366,4/27/2016,3:00:00,0
1503960366,4/27/2016,4:00:00,0
1503960366,4/27/2016,5:00:00,0
1503960366,4/27/2016,6:00:00,0
1503960366,4/27/2016,7:00:00,0
1503960366,4/27/2016,8:00:00,0
1503960366,4/27/2016,9:00:00,1916
1503960366,4/27/2016,10:00:00,502
1503960366,4/27/2016,11:00:00,797
1503960366,4/27/2016,12:00:00,701
1503960366,4/27/2016,1:00:00,319
1503960366,4/27/2016,2:00:00,1932
1503960366,4/27/2016,3:00:00,59
1503960366,4/27/2016,4:00:00,98
1503960366,4/27/2016,5:00:00,261
1503960366,4/27/2016,6:00:00,2714
1503960366,4/27/2016,7:00:00,5786
1503960366,4/27/2016,8:00:00,2420
1503960366,4/27/2016,9:00:00,266
1503960366,4/27/2016,10:00:00,0
1503960366,4/27/2016,11:00:00,0
1503960366,4/28/2016,12:00:00,0
1503960366,4/28/2016,1:00:00,127
1503960366,4/28/2016,2:00:00,0
1503960366,4/28/2016,3:00:00,0
1503960366,4/28/2016,4:00:00,0
1503960366,4/28/2016,5:00:00,0
1503960366,4/28/2016,6:00:00,0
1503960366,4/28/2016,7:00:00,14
1503960366,4/28/2016,8:00:00,128
1503960366,4/28/2016,9:00:00,1192
1503960366,4/28/2016,10:00:00,987
1503960366,4/28/2016,11:00:00,288
1503960366,4/28/2016,12:00:00,317
1503960366,4/28/2016,1:00:00,1144
1503960366,4/28/2016,2:00:00,1512
1503960366,4/28/2016,3:00:00,115
1503960366,4/28/2016,4:00:00,554
1503960366,4/28/2016,5:00:00,235
1503960366,4/28/2016,6:00:00,1829
1503960366,4/28/2016,7:00:00,13
1503960366,4/28/2016,8:00:00,2122
1503960366,4/28/2016,9:00:00,986
1503960366,4/28/2016,10:00:00,16
1503960366,4/28/2016,11:00:00,1512
1503960366,4/29/2016,12:00:00,202
1503960366,4/29/2016,1:00:00,0
1503960366,4/29/2016,2:00:00,71
1503960366,4/29/2016,3:00:00,0
1503960366,4/29/2016,4:00:00,0
1503960366,4/29/2016,5:00:00,0
1503960366,4/29/2016,6:00:00,0
1503960366,4/29/2016,7:00:00,27
1503960366,4/29/2016,8:00:00,201
1503960366,4/29/2016,9:00:00,1820
1503960366,4/29/2016,10:00:00,44
1503960366,4/29/2016,11:00:00,104
1503960366,4/29/2016,12:00:00,214
1503960366,4/29/2016,1:00:00,41
1503960366,4/29/2016,2:00:00,1711
1503960366,4/29/2016,3:00:00,1076
1503960366,4/29/2016,4:00:00,285
1503960366,4/29/2016,5:00:00,380
1503960366,4/29/2016,6:00:00,118
1503960366,4/29/2016,7:00:00,267
1503960366,4/29/2016,8:00:00,386
1503960366,4/29/2016,9:00:00,1366
1503960366,4/29/2016,10:00:00,1111
1503960366,4/29/2016,11:00:00,1757
1503960366,4/30/2016,12:00:00,19
1503960366,4/30/2016,1:00:00,65
1503960366,4/30/2016,2:00:00,0
1503960366,4/30/2016,3:00:00,6
1503960366,4/30/2016,4:00:00,0
1503960366,4/30/2016,5:00:00,0
1503960366,4/30/2016,6:00:00,0
1503960366,4/30/2016,7:00:00,0
1503960366,4/30/2016,8:00:00,60
1503960366,4/30/2016,9:00:00,148
1503960366,4/30/2016,10:00:00,239
1503960366,4/30/2016,11:00:00,127
1503960366,4/30/2016,12:00:00,92
1503960366,4/30/2016,1:00:00,141
1503960366,4/30/2016,2:00:00,520
1503960366,4/30/2016,3:00:00,993
1503960366,4/30/2016,4:00:00,3388
1503960366,4/30/2016,5:00:00,2176
1503960366,4/30/2016,6:00:00,2319
1503960366,4/30/2016,7:00:00,92
1503960366,4/30/2016,8:00:00,117
1503960366,4/30/2016,9:00:00,840
1503960366,4/30/2016,10:00:00,2139
1503960366,4/30/2016,11:00:00,1192
1503960366,5/1/2016,12:00:00,247
1503960366,5/1/2016,1:00:00,59
1503960366,5/1/2016,2:00:00,36
1503960366,5/1/2016,3:00:00,4
1503960366,5/1/2016,4:00:00,0
1503960366,5/1/2016,5:00:00,0
1503960366,5/1/2016,6:00:00,0
1503960366,5/1/2016,7:00:00,41
1503960366,5/1/2016,8:00:00,94
1503960366,5/1/2016,9:00:00,198
1503960366,5/1/2016,10:00:00,146
1503960366,5/1/2016,11:00:00,103
1503960366,5/1/2016,12:00:00,130
1503960366,5/1/2016,1:00:00,85
1503960366,5/1/2016,2:00:00,540
1503960366,5/1/2016,3:00:00,294
1503960366,5/1/2016,4:00:00,823
1503960366,5/1/2016,5:00:00,1053
1503960366,5/1/2016,6:00:00,2007
1503960366,5/1/2016,7:00:00,177
1503960366,5/1/2016,8:00:00,93
1503960366,5/1/2016,9:00:00,363
1503960366,5/1/2016,10:00:00,1552
1503960366,5/1/2016,11:00:00,2557
1503960366,5/2/2016,12:00:00,0
1503960366,5/2/2016,1:00:00,119
1503960366,5/2/2016,2:00:00,0
1503960366,5/2/2016,3:00:00,21
1503960366,5/2/2016,4:00:00,0
1503960366,5/2/2016,5:00:00,0
1503960366,5/2/2016,6:00:00,0
1503960366,5/2/2016,7:00:00,28
1503960366,5/2/2016,8:00:00,245
1503960366,5/2/2016,9:00:00,1690
1503960366,5/2/2016,10:00:00,369
1503960366,5/2/2016,11:00:00,384
1503960366,5/2/2016,12:00:00,2116
1503960366,5/2/2016,1:00:00,1064
1503960366,5/2/2016,2:00:00,355
1503960366,5/2/2016,3:00:00,418
1503960366,5/2/2016,4:00:00,420
1503960366,5/2/2016,5:00:00,340
1503960366,5/2/2016,6:00:00,227
1503960366,5/2/2016,7:00:00,235
1503960366,5/2/2016,8:00:00,3903
1503960366,5/2/2016,9:00:00,1427
1503960366,5/2/2016,10:00:00,945
1503960366,5/2/2016,11:00:00,404
1503960366,5/3/2016,12:00:00,55
1503960366,5/3/2016,1:00:00,79
1503960366,5/3/2016,2:00:00,20
1503960366,5/3/2016,3:00:00,110
1503960366,5/3/2016,4:00:00,0
1503960366,5/3/2016,5:00:00,0
1503960366,5/3/2016,6:00:00,16
1503960366,5/3/2016,7:00:00,23
1503960366,5/3/2016,8:00:00,158
1503960366,5/3/2016,9:00:00,1391
1503960366,5/3/2016,10:00:00,955
1503960366,5/3/2016,11:00:00,297
1503960366,5/3/2016,12:00:00,396
1503960366,5/3/2016,1:00:00,309
1503960366,5/3/2016,2:00:00,384
1503960366,5/3/2016,3:00:00,1719
1503960366,5/3/2016,4:00:00,870
1503960366,5/3/2016,5:00:00,690
1503960366,5/3/2016,6:00:00,3119
1503960366,5/3/2016,7:00:00,140
1503960366,5/3/2016,8:00:00,6
1503960366,5/3/2016,9:00:00,1333
1503960366,5/3/2016,10:00:00,2549
1503960366,5/3/2016,11:00:00,484
1503960366,5/4/2016,12:00:00,400
1503960366,5/4/2016,1:00:00,18
1503960366,5/4/2016,2:00:00,0
1503960366,5/4/2016,3:00:00,0
1503960366,5/4/2016,4:00:00,0
1503960366,5/4/2016,5:00:00,0
1503960366,5/4/2016,6:00:00,0
1503960366,5/4/2016,7:00:00,0
1503960366,5/4/2016,8:00:00,68
1503960366,5/4/2016,9:00:00,1470
1503960366,5/4/2016,10:00:00,598
1503960366,5/4/2016,11:00:00,194
1503960366,5/4/2016,12:00:00,366
1503960366,5/4/2016,1:00:00,318
1503960366,5/4/2016,2:00:00,2284
1503960366,5/4/2016,3:00:00,138
1503960366,5/4/2016,4:00:00,144
1503960366,5/4/2016,5:00:00,341
1503960366,5/4/2016,6:00:00,2041
1503960366,5/4/2016,7:00:00,205
1503960366,5/4/2016,8:00:00,1316
1503960366,5/4/2016,9:00:00,1106
1503960366,5/4/2016,10:00:00,93
1503960366,5/4/2016,11:00:00,0
1503960366,5/5/2016,12:00:00,70
1503960366,5/5/2016,1:00:00,113
1503960366,5/5/2016,2:00:00,19
1503960366,5/5/2016,3:00:00,0
1503960366,5/5/2016,4:00:00,44
1503960366,5/5/2016,5:00:00,0
1503960366,5/5/2016,6:00:00,8
1503960366,5/5/2016,7:00:00,23
1503960366,5/5/2016,8:00:00,107
1503960366,5/5/2016,9:00:00,1615
1503960366,5/5/2016,10:00:00,360
1503960366,5/5/2016,11:00:00,28
1503960366,5/5/2016,12:00:00,318
1503960366,5/5/2016,1:00:00,1231
1503960366,5/5/2016,2:00:00,375
1503960366,5/5/2016,3:00:00,187
1503960366,5/5/2016,4:00:00,989
1503960366,5/5/2016,5:00:00,2217
1503960366,5/5/2016,6:00:00,715
1503960366,5/5/2016,7:00:00,348
1503960366,5/5/2016,8:00:00,283
1503960366,5/5/2016,9:00:00,3897
1503960366,5/5/2016,10:00:00,900
1503960366,5/5/2016,11:00:00,200
1503960366,5/6/2016,12:00:00,186
1503960366,5/6/2016,1:00:00,4
1503960366,5/6/2016,2:00:00,88
1503960366,5/6/2016,3:00:00,0
1503960366,5/6/2016,4:00:00,19
1503960366,5/6/2016,5:00:00,0
1503960366,5/6/2016,6:00:00,0
1503960366,5/6/2016,7:00:00,23
1503960366,5/6/2016,8:00:00,146
1503960366,5/6/2016,9:00:00,1683
1503960366,5/6/2016,10:00:00,504
1503960366,5/6/2016,11:00:00,234
1503960366,5/6/2016,12:00:00,261
1503960366,5/6/2016,1:00:00,175
1503960366,5/6/2016,2:00:00,535
1503960366,5/6/2016,3:00:00,900
1503960366,5/6/2016,4:00:00,335
1503960366,5/6/2016,5:00:00,279
1503960366,5/6/2016,6:00:00,1532
1503960366,5/6/2016,7:00:00,2500
1503960366,5/6/2016,8:00:00,255
1503960366,5/6/2016,9:00:00,514
1503960366,5/6/2016,10:00:00,375
1503960366,5/6/2016,11:00:00,1611
1503960366,5/7/2016,12:00:00,168
1503960366,5/7/2016,1:00:00,0
1503960366,5/7/2016,2:00:00,19
1503960366,5/7/2016,3:00:00,0
1503960366,5/7/2016,4:00:00,0
1503960366,5/7/2016,5:00:00,0
1503960366,5/7/2016,6:00:00,0
1503960366,5/7/2016,7:00:00,0
1503960366,5/7/2016,8:00:00,132
1503960366,5/7/2016,9:00:00,115
1503960366,5/7/2016,10:00:00,1291
1503960366,5/7/2016,11:00:00,2352
1503960366,5/7/2016,12:00:00,129
1503960366,5/7/2016,1:00:00,77
1503960366,5/7/2016,2:00:00,125
1503960366,5/7/2016,3:00:00,318
1503960366,5/7/2016,4:00:00,259
1503960366,5/7/2016,5:00:00,173
1503960366,5/7/2016,6:00:00,253
1503960366,5/7/2016,7:00:00,652
1503960366,5/7/2016,8:00:00,102
1503960366,5/7/2016,9:00:00,2073
1503960366,5/7/2016,10:00:00,3696
1503960366,5/7/2016,11:00:00,58
1503960366,5/8/2016,12:00:00,147
1503960366,5/8/2016,1:00:00,0
1503960366,5/8/2016,2:00:00,0
1503960366,5/8/2016,3:00:00,0
1503960366,5/8/2016,4:00:00,6
1503960366,5/8/2016,5:00:00,0
1503960366,5/8/2016,6:00:00,7
1503960366,5/8/2016,7:00:00,0
1503960366,5/8/2016,8:00:00,0
1503960366,5/8/2016,9:00:00,0
1503960366,5/8/2016,10:00:00,0
1503960366,5/8/2016,11:00:00,0
1503960366,5/8/2016,12:00:00,511
1503960366,5/8/2016,1:00:00,227
1503960366,5/8/2016,2:00:00,660
1503960366,5/8/2016,3:00:00,341
1503960366,5/8/2016,4:00:00,100
1503960366,5/8/2016,5:00:00,240
1503960366,5/8/2016,6:00:00,4472
1503960366,5/8/2016,7:00:00,1069
1503960366,5/8/2016,8:00:00,793
1503960366,5/8/2016,9:00:00,663
1503960366,5/8/2016,10:00:00,553
1503960366,5/8/2016,11:00:00,271
1503960366,5/9/2016,12:00:00,135
1503960366,5/9/2016,1:00:00,0
1503960366,5/9/2016,2:00:00,0
1503960366,5/9/2016,3:00:00,0
1503960366,5/9/2016,4:00:00,0
1503960366,5/9/2016,5:00:00,14
1503960366,5/9/2016,6:00:00,408
1503960366,5/9/2016,7:00:00,214
1503960366,5/9/2016,8:00:00,109
1503960366,5/9/2016,9:00:00,160
1503960366,5/9/2016,10:00:00,322
1503960366,5/9/2016,11:00:00,477
1503960366,5/9/2016,12:00:00,507
1503960366,5/9/2016,1:00:00,7
1503960366,5/9/2016,2:00:00,0
1503960366,5/9/2016,3:00:00,22
1503960366,5/9/2016,4:00:00,2692
1503960366,5/9/2016,5:00:00,1260
1503960366,5/9/2016,6:00:00,624
1503960366,5/9/2016,7:00:00,1062
1503960366,5/9/2016,8:00:00,1325
1503960366,5/9/2016,9:00:00,2684
1503960366,5/9/2016,10:00:00,0
1503960366,5/9/2016,11:00:00,0
1503960366,5/10/2016,12:00:00,0
1503960366,5/10/2016,1:00:00,92
1503960366,5/10/2016,2:00:00,0
1503960366,5/10/2016,3:00:00,0
1503960366,5/10/2016,4:00:00,0
1503960366,5/10/2016,5:00:00,0
1503960366,5/10/2016,6:00:00,0
1503960366,5/10/2016,7:00:00,47
1503960366,5/10/2016,8:00:00,227
1503960366,5/10/2016,9:00:00,1461
1503960366,5/10/2016,10:00:00,258
1503960366,5/10/2016,11:00:00,988
1503960366,5/10/2016,12:00:00,74
1503960366,5/10/2016,1:00:00,234
1503960366,5/10/2016,2:00:00,159
1503960366,5/10/2016,3:00:00,1038
1503960366,5/10/2016,4:00:00,312
1503960366,5/10/2016,5:00:00,645
1503960366,5/10/2016,6:00:00,2494
1503960366,5/10/2016,7:00:00,1418
